nom,classe,x,y
fontana_2.jpg,6,-22.206884,15.6041155
fontana_20.jpg,7,9.551071,-8.358423
fontana_21.jpg,2,20.72359,13.006533
fontana_22.jpg,5,3.1996548,26.689468
fontana_23.jpg,5,26.83044,16.898142
fontana_24.jpg,2,-11.205824,2.4460375
fontana_25.jpg,2,9.008662,14.318831
fontana_26.jpg,2,6.457108,18.679304
fontana_27.jpg,2,14.019297,12.092772
fontana_28.jpg,1,21.537018,19.929455
fontana_29.jpg,5,21.48931,19.553366
fontana_3.jpg,2,-16.512585,-24.850702
fontana_30.jpg,2,-14.301898,1.8617347
fontana_31.jpg,7,2.3365746,-20.27347
fontana_32.jpg,11,13.531515,-27.451628
fontana_4.jpg,10,0.058289893,-8.3288
fontana_5.jpg,7,23.745935,-7.280768
fontana_6.jpg,6,-20.828255,16.0675
fontana_7.jpg,2,7.917614,13.044434
fontana_8.jpg,2,-21.463272,15.77494
fontana_9.jpg,9,3.8486085,6.7465615
fontana_98.jpg,14,-12.314218,30.251547
francis_1.jpg,10,1.3393116,-8.385626
francis_2.jpg,10,-14.093253,-12.604734
francis_3.jpg,10,-14.199781,-12.586708
frankenthaler_1.jpg,1,22.388464,-2.2386856
freundlich_10.jpg,7,1.6161623,-15.124274
freundlich_11.jpg,7,8.246715,-24.810423
freundlich_12.jpg,2,10.536658,3.8844774
freundlich_13.jpg,2,12.138833,-2.7407608
freundlich_14.jpg,10,0.42860317,-4.410006
freundlich_15.jpg,7,18.944452,-0.7451599
freundlich_16.jpg,6,-2.1355803,15.905266
freundlich_17.jpg,13,22.419897,5.341023
freundlich_18.jpg,11,22.049902,-13.419391
freundlich_19.jpg,9,7.652053,-0.74736387
freundlich_20.jpg,13,27.832645,7.648321
freundlich_21.jpg,7,18.728432,-1.2686863
freundlich_22.jpg,7,26.444569,-11.15477
freundlich_23.jpg,2,-6.304942,0.6588768
freundlich_24.jpg,13,28.593658,9.103816
freundlich_25.jpg,7,3.245253,-0.5675023
freundlich_26.jpg,4,-20.925983,-15.853897
freundlich_27.jpg,10,9.409483,0.71351117
freundlich_28.jpg,9,9.052351,1.2646194
freundlich_6.jpg,10,9.191204,0.55237836
freundlich_7.jpg,11,14.404256,-16.675411
freundlich_79.jpg,8,16.365788,-7.4505863
freundlich_8.jpg,6,-3.9135113,17.216385
frize_1.jpg,13,35.194626,2.3586454
frize_16.jpg,10,-17.498962,5.2717204
frize_19.jpg,1,15.851576,-15.207484
frize_2.jpg,14,-11.203859,32.99085
frize_25.jpg,6,-10.092252,18.384125
frize_27.jpg,6,-5.3318644,12.182045
frize_30.jpg,10,-8.754673,-9.171921
frize_31.jpg,6,-16.455515,4.6386733
frize_33.jpg,10,-5.132968,-8.491605
frize_35.jpg,4,-31.523384,-7.9291744
frize_4.jpg,10,-17.465155,5.165993
frize_7.jpg,10,-24.0145,6.7892838
frize_8.jpg,10,-5.3572035,8.865722
fromanger_1.jpg,9,-2.5028422,-22.505632
fromanger_15.jpg,11,16.523846,-22.31144
fromanger_21.jpg,13,6.708856,19.369951
fromanger_25.jpg,13,25.473186,0.15889852
fromanger_26.jpg,12,27.294395,-17.301855
fromanger_7.jpg,4,-28.955612,-5.327686
fukui_1.jpg,4,-25.360716,-5.9553013
futura-2000_1.jpg,9,-1.9777786,5.782855
futura-2000_2.jpg,7,0.5671818,-19.014553
futura-2000_3.jpg,2,8.326704,11.518227
futura-2000_4.jpg,9,1.9184886,1.9085349
gabori_1.jpg,10,0.38092905,0.4144745
gabori_2.jpg,9,-1.327703,10.731923
gabori_3.jpg,10,5.7208376,-9.130599
gabori_4.jpg,11,20.830307,-26.794085
gabori_5.jpg,11,7.1535683,-25.153557
gabori_6.jpg,11,20.811771,-26.538868
gabori_7.jpg,11,10.37376,-5.457481
galvano_1.jpg,12,26.031458,-14.642496
